SCHOOL_YEAR,LEVEL_CODE,DIV_NUMBER,DIV_NAME,SCH_NUMBER,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_GRADUATE_CNT,PS_CREDIT_DE_CNT,PS_UNKN_DE_CNT,PS_CREDIT_WO_DE_CNT,PS_UNKN_WO_DE_CNT
2007-2008,SCH,62,Nelson County,710,Nelson County High,5,,,N,N,37,24,0,24,0
2007-2008,SCH,63,New Kent County,20,New Kent High,5,,,N,N,60,36,1,35,1
2007-2008,SCH,65,Northampton County,350,Northampton High,3,,,N,Y,22,14,1,13,1
2007-2008,SCH,65,Northampton County,350,Northampton High,5,,,N,N,17,13,0,10,0
2007-2008,SCH,66,Northumberland County,40,Northumberland High,5,,,N,N,21,11,0,11,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,3,,,N,N,12,9,0,8,0
2007-2008,SCH,67,Nottoway County,301,Nottoway High,5,,,N,N,30,20,0,19,0
2007-2008,SCH,68,Orange County,330,Orange County High,3,,,N,N,11,2,0,2,0
2007-2008,SCH,68,Orange County,330,Orange County High,5,,,N,N,89,56,1,56,1
2007-2008,SCH,69,Page County,110,Luray High,5,,,N,N,35,24,1,23,1
2007-2008,SCH,69,Page County,380,Page County High,5,,,N,N,23,11,0,11,0
2007-2008,SCH,70,Patrick County,700,Patrick County High,5,,,N,N,46,32,0,31,0
2007-2008,SCH,70,Patrick County,700,Patrick County High,5,,,N,Y,16,8,0,8,0
2007-2008,SCH,71,Pittsylvania County,1730,Tunstall Senior High,5,,,N,N,68,51,0,48,0
2007-2008,SCH,71,Pittsylvania County,1680,Dan River Senior High,5,,,N,N,24,19,0,18,0
2007-2008,SCH,71,Pittsylvania County,1700,Gretna Senior High,5,,,N,N,29,20,0,20,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,3,,,N,Y,11,2,1,2,1
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,5,,,N,N,32,23,0,22,0
2007-2008,SCH,71,Pittsylvania County,1720,Chatham High,5,,,N,Y,11,8,0,8,0
2007-2008,SCH,72,Powhatan County,11,Powhatan High,5,,,N,N,116,75,1,74,1
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,3,,,N,N,12,9,0,8,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,3,,,N,Y,26,12,0,11,0
2007-2008,SCH,73,Prince Edward County,400,Prince Edward County High,5,,,N,N,26,21,1,19,1
2007-2008,SCH,74,Prince George County,20,Prince George High,3,,,N,N,35,17,1,17,1
2007-2008,SCH,74,Prince George County,20,Prince George High,4,,,N,N,10,9,0,8,0
2007-2008,SCH,74,Prince George County,20,Prince George High,5,,,N,N,96,70,0,67,0
2007-2008,SCH,75,Prince William County,530,Brentsville District High,2,,,N,N,12,9,0,9,0
2007-2008,SCH,75,Prince William County,530,Brentsville District High,5,,,N,N,99,68,2,67,2
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,3,,,N,N,17,13,0,13,0
2007-2008,SCH,75,Prince William County,680,Stonewall Jackson High,5,,,N,N,61,46,2,46,2
2007-2008,SCH,75,Prince William County,690,Gar-Field High,2,,,N,N,21,11,0,11,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,,,N,N,42,29,0,29,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,3,,,N,Y,17,7,0,7,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,4,,,N,N,11,5,0,5,0
2007-2008,SCH,75,Prince William County,690,Gar-Field High,5,,,N,N,55,37,3,37,3
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,2,,,N,N,16,12,0,12,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,3,,,N,N,45,28,2,28,2
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,4,,,N,N,17,12,0,12,0
2007-2008,SCH,75,Prince William County,710,C.D. Hylton High,5,,,N,N,99,74,1,74,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,2,,,N,N,10,6,1,6,1
2007-2008,SCH,75,Prince William County,60,Woodbridge High,3,,,N,N,30,16,0,16,0
2007-2008,SCH,75,Prince William County,60,Woodbridge High,4,,,N,N,10,6,0,6,0
2007-2008,SCH,75,Prince William County,60,Woodbridge High,5,,,N,N,123,89,1,88,1
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,2,,,N,N,10,7,1,7,1
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,3,,,N,N,24,15,0,15,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,4,,,N,N,12,7,0,7,0
2007-2008,SCH,75,Prince William County,80,Osbourn Park High,5,,,N,N,181,131,1,131,1
2007-2008,SCH,75,Prince William County,140,Potomac High,3,,,N,N,35,21,1,21,1
2007-2008,SCH,75,Prince William County,140,Potomac High,5,,,N,N,34,25,0,25,0
2007-2008,SCH,75,Prince William County,870,Forest Park High,0,,,N,N,10,7,1,7,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,2,,,N,N,11,10,0,10,0
2007-2008,SCH,75,Prince William County,870,Forest Park High,3,,,N,N,46,29,2,29,2
2007-2008,SCH,75,Prince William County,870,Forest Park High,3,,,N,Y,11,4,0,4,0
2007-2008,SCH,75,Prince William County,870,Forest Park High,4,,,N,N,13,9,1,9,1
2007-2008,SCH,75,Prince William County,870,Forest Park High,5,,,N,N,112,85,1,85,1
2007-2008,SCH,75,Prince William County,290,Battlefield High,2,,,N,N,19,17,0,17,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,3,,,N,N,18,12,0,12,0
2007-2008,SCH,75,Prince William County,290,Battlefield High,4,,,N,N,13,8,1,8,1
2007-2008,SCH,75,Prince William County,290,Battlefield High,5,,,N,N,157,113,3,113,3
2007-2008,SCH,75,Prince William County,300,Freedom High,3,,,N,N,24,10,0,10,0
2007-2008,SCH,75,Prince William County,300,Freedom High,5,,,N,N,18,10,1,10,1
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,,,N,N,88,55,0,54,0
2007-2008,SCH,77,Pulaski County,10,Pulaski County Senior High,5,,,N,Y,23,8,0,8,0
2007-2008,SCH,78,Rappahannock County,230,Rappahannock County High,5,,,N,N,27,15,0,14,0
2007-2008,SCH,79,Richmond County,210,Rappahannock High,5,,,N,N,25,18,0,17,0
2007-2008,SCH,80,Roanoke County,630,William Byrd High,5,,,N,N,116,76,0,74,0
2007-2008,SCH,80,Roanoke County,470,Cave Spring High,5,,,N,N,68,53,1,53,1
2007-2008,SCH,80,Roanoke County,520,Northside High,5,,,N,N,69,46,1,46,1
2007-2008,SCH,80,Roanoke County,610,Glenvar High,5,,,N,N,54,37,0,37,0
2007-2008,SCH,80,Roanoke County,754,Hidden Valley High,5,,,N,N,130,101,0,99,0
2007-2008,SCH,81,Rockbridge County,22,Rockbridge County High,5,,,N,N,70,48,0,47,0
2007-2008,SCH,82,Rockingham County,870,Broadway High,5,,,N,N,49,36,1,35,1
2007-2008,SCH,82,Rockingham County,850,Turner Ashby High,5,,,N,N,82,55,2,55,2
2007-2008,SCH,82,Rockingham County,20,Spotswood High,5,,,N,N,92,62,1,62,1
2007-2008,SCH,83,Russell County,140,Lebanon High,5,,,N,N,58,43,2,42,0
2007-2008,SCH,83,Russell County,140,Lebanon High,5,,,N,Y,13,6,1,6,1
2007-2008,SCH,83,Russell County,540,Honaker High,5,,,N,N,28,17,0,17,0
2007-2008,SCH,83,Russell County,791,Castlewood High,5,,,N,N,19,16,1,14,1
2007-2008,SCH,84,Scott County,260,Rye Cove High,5,,,N,N,11,4,1,3,0
2007-2008,SCH,84,Scott County,260,Rye Cove High,5,,,N,Y,10,4,0,4,0
2007-2008,SCH,84,Scott County,770,Gate City High,5,,,N,N,52,41,0,34,0
2007-2008,SCH,84,Scott County,770,Gate City High,5,,,N,Y,19,13,0,10,0
2007-2008,SCH,84,Scott County,780,Twin Springs High,5,,,N,N,10,8,0,6,0
2007-2008,SCH,85,Shenandoah County,780,Central High,5,,,N,N,59,42,0,41,0
2007-2008,SCH,85,Shenandoah County,790,Stonewall Jackson High,5,,,N,N,32,19,0,18,0
2007-2008,SCH,85,Shenandoah County,770,Strasburg High,5,,,N,N,44,30,0,30,0
2007-2008,SCH,86,Smyth County,250,Northwood High,5,,,N,N,16,5,0,5,0
2007-2008,SCH,86,Smyth County,460,Chilhowie High,5,,,N,N,29,16,0,16,0
2007-2008,SCH,86,Smyth County,700,Marion Senior High,5,,,N,N,49,31,1,30,1
2007-2008,SCH,86,Smyth County,700,Marion Senior High,5,,,N,Y,14,5,0,5,0
2007-2008,SCH,87,Southampton County,690,Southampton High,3,,,N,N,16,3,2,3,2
2007-2008,SCH,87,Southampton County,690,Southampton High,3,,,N,Y,16,8,0,8,0
2007-2008,SCH,87,Southampton County,690,Southampton High,5,,,N,N,44,29,1,28,1
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,3,,,N,N,20,12,2,12,2
2007-2008,SCH,88,Spotsylvania County,20,Courtland High,5,,,N,N,92,66,0,66,0
2007-2008,SCH,88,Spotsylvania County,370,Spotsylvania High,5,,,N,N,54,24,0,24,0
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,3,,,N,N,17,8,1,8,1
2007-2008,SCH,88,Spotsylvania County,381,Chancellor High,5,,,N,N,68,47,0,47,0
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,3,,,N,N,19,11,1,11,1
2007-2008,SCH,88,Spotsylvania County,506,Massaponax High,5,,,N,N,92,60,0,60,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,3,,,N,N,15,6,0,6,0
2007-2008,SCH,88,Spotsylvania County,510,Riverbend High,5,,,N,N,159,102,0,102,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,3,,,N,N,16,9,0,8,0
2007-2008,SCH,89,Stafford County,20,Stafford Senior High,5,,,N,N,131,90,1,88,1
2007-2008,SCH,89,Stafford County,30,North Stafford High,3,,,N,N,27,12,3,12,3
2007-2008,SCH,89,Stafford County,30,North Stafford High,5,,,N,N,101,71,0,71,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,3,,,N,N,15,9,0,9,0
2007-2008,SCH,89,Stafford County,421,Brooke Point High,5,,,N,N,100,70,0,70,0
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,3,,,N,N,30,20,1,20,1
2007-2008,SCH,89,Stafford County,424,Colonial Forge High,5,,,N,N,98,76,1,76,1
2007-2008,SCH,89,Stafford County,430,Mountain View High,3,,,N,N,21,13,1,13,1
2007-2008,SCH,89,Stafford County,430,Mountain View High,5,,,N,N,135,85,1,85,1
2007-2008,SCH,90,Surry County,10,Surry County High,3,,,N,N,10,9,0,9,0
2007-2008,SCH,90,Surry County,10,Surry County High,3,,,N,Y,10,4,0,4,0
2007-2008,SCH,91,Sussex County,340,Sussex Central High,3,,,N,N,11,8,0,8,0
2007-2008,SCH,91,Sussex County,340,Sussex Central High,3,,,N,Y,14,4,0,4,0
2007-2008,SCH,92,Tazewell County,890,Tazewell High,5,,,N,N,35,22,2,21,2
2007-2008,SCH,92,Tazewell County,940,Graham High,5,,,N,N,25,17,0,17,0
2007-2008,SCH,92,Tazewell County,821,Richlands High,5,,,N,N,52,31,0,29,0
2007-2008,SCH,92,Tazewell County,821,Richlands High,5,,,N,Y,15,11,0,11,0
2007-2008,SCH,93,Warren County,230,Warren County High,5,,,N,N,58,33,0,32,0
2007-2008,SCH,93,Warren County,250,Skyline High School,5,,,N,N,53,37,0,35,0
2007-2008,SCH,94,Washington County,1030,Abingdon High,5,,,N,N,71,46,0,45,0
2007-2008,SCH,94,Washington County,1030,Abingdon High,5,,,N,Y,11,5,0,5,0
2007-2008,SCH,94,Washington County,1040,John S. Battle High,5,,,N,N,39,21,0,19,0
2007-2008,SCH,94,Washington County,1050,Patrick Henry High,5,,,N,N,30,13,0,13,0
2007-2008,SCH,94,Washington County,1050,Patrick Henry High,5,,,N,Y,13,2,1,1,1
2007-2008,SCH,94,Washington County,1060,Holston High,5,,,N,N,16,10,0,10,0
2007-2008,SCH,94,Washington County,1060,Holston High,5,,,N,Y,10,1,0,1,0
2007-2008,SCH,95,Westmoreland County,120,Washington & Lee High,3,,,N,Y,12,3,1,3,1
2007-2008,SCH,95,Westmoreland County,120,Washington & Lee High,5,,,N,N,15,7,1,7,1
2007-2008,SCH,96,Wise County,710,Appalachia High,5,,,N,N,20,9,1,9,1
2007-2008,SCH,96,Wise County,872,St. Paul High,5,,,N,N,14,9,0,9,0
2007-2008,SCH,96,Wise County,1000,J.J. Kelly High,5,,,N,N,54,32,0,32,0
2007-2008,SCH,96,Wise County,1000,J.J. Kelly High,5,,,N,Y,14,6,0,6,0
2007-2008,SCH,96,Wise County,1010,Powell Valley High,5,,,N,N,32,13,0,13,0
2007-2008,SCH,96,Wise County,1010,Powell Valley High,5,,,N,Y,13,3,0,3,0
2007-2008,SCH,96,Wise County,71,Pound High,5,,,N,N,13,11,0,10,0
2007-2008,SCH,96,Wise County,652,Coeburn High,5,,,N,N,21,14,0,10,0
2007-2008,SCH,96,Wise County,652,Coeburn High,5,,,N,Y,11,3,1,3,1
2007-2008,SCH,97,Wythe County,202,Rural Retreat High,5,,,N,N,33,19,1,18,1
2007-2008,SCH,97,Wythe County,721,George Wythe High,5,,,N,N,30,20,0,19,0
2007-2008,SCH,97,Wythe County,721,George Wythe High,5,,,N,Y,12,1,0,1,0
2007-2008,SCH,97,Wythe County,760,Fort Chiswell High,5,,,N,N,37,17,1,13,0
2007-2008,SCH,98,York County,230,Tabb High,5,,,N,N,100,79,0,79,0
2007-2008,SCH,98,York County,20,Bruton High,3,,,N,N,10,5,0,5,0
2007-2008,SCH,98,York County,20,Bruton High,5,,,N,N,50,38,2,38,2
2007-2008,SCH,98,York County,30,York High,5,,,N,N,84,61,0,61,0
2007-2008,SCH,98,York County,332,Grafton High,2,,,N,N,12,8,1,8,1
2007-2008,SCH,98,York County,332,Grafton High,5,,,N,N,111,76,1,76,1
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,2,,,N,N,14,11,1,11,1
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,3,,,N,N,40,25,0,25,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,3,,,N,Y,25,10,0,10,0
2007-2008,SCH,101,Alexandria City,210,T.C. Williams High,5,,,N,N,49,42,1,42,1
2007-2008,SCH,102,Bristol City,80,Virginia High,5,,,N,N,37,23,0,22,0
2007-2008,SCH,103,Buena Vista City,62,Parry McCluer High,5,,,N,N,19,13,0,13,0
2007-2008,SCH,104,Charlottesville City,140,Charlottesville High,3,,,N,N,10,5,0,5,0
2007-2008,SCH,104,Charlottesville City,140,Charlottesville High,3,,,N,Y,19,11,0,11,0
2007-2008,SCH,104,Charlottesville City,140,Charlottesville High,5,,,N,N,40,31,0,31,0
2007-2008,SCH,106,Colonial Heights City,40,Colonial Heights High,5,,,N,N,60,42,0,42,0
2007-2008,SCH,107,Covington City,350,Covington High,5,,,N,N,20,17,0,16,0
2007-2008,SCH,108,Danville City,210,George Washington High,3,,,N,N,24,15,0,13,0
2007-2008,SCH,108,Danville City,210,George Washington High,3,,,N,Y,43,19,0,17,0
2007-2008,SCH,108,Danville City,210,George Washington High,5,,,N,N,32,27,0,26,0
2007-2008,SCH,108,Danville City,1374,Galileo Magnet High,5,,,N,N,18,14,1,14,1
2007-2008,SCH,109,Falls Church City,251,George Mason High,5,,,N,N,38,31,0,31,0
2007-2008,SCH,110,Fredericksburg City,40,James Monroe High,5,,,N,N,41,27,0,27,0
2007-2008,SCH,111,Galax City,31,Galax High,5,,,N,N,22,16,0,15,0
2007-2008,SCH,112,Hampton City,280,Hampton High,3,,,N,N,59,32,3,32,3
2007-2008,SCH,112,Hampton City,280,Hampton High,3,,,N,Y,20,7,0,7,0
2007-2008,SCH,112,Hampton City,280,Hampton High,5,,,N,N,13,10,0,10,0
2007-2008,SCH,112,Hampton City,320,Kecoughtan High,3,,,N,N,28,16,0,16,0
2007-2008,SCH,112,Hampton City,320,Kecoughtan High,3,,,N,Y,11,6,0,6,0
2007-2008,SCH,112,Hampton City,320,Kecoughtan High,5,,,N,N,86,53,1,53,1
2007-2008,SCH,112,Hampton City,430,Bethel High,3,,,N,N,86,42,2,42,2
2007-2008,SCH,112,Hampton City,430,Bethel High,3,,,N,Y,17,8,0,8,0
2007-2008,SCH,112,Hampton City,430,Bethel High,5,,,N,N,42,20,0,20,0
2007-2008,SCH,112,Hampton City,50,Phoebus High,3,,,N,N,34,15,2,15,2
2007-2008,SCH,112,Hampton City,50,Phoebus High,3,,,N,Y,18,11,0,10,0
2007-2008,SCH,112,Hampton City,50,Phoebus High,5,,,N,N,29,16,0,15,0
2007-2008,SCH,113,Harrisonburg City,12,Harrisonburg High,4,,,Y,Y,11,4,0,4,0
2007-2008,SCH,113,Harrisonburg City,12,Harrisonburg High,5,,,N,N,57,44,0,44,0
2007-2008,SCH,114,Hopewell City,120,Hopewell High,3,,,N,N,15,6,0,6,0
2007-2008,SCH,114,Hopewell City,120,Hopewell High,5,,,N,N,19,11,1,11,1
2007-2008,SCH,115,Lynchburg City,260,E.C. Glass High,3,,,N,N,14,4,1,4,1
2007-2008,SCH,115,Lynchburg City,260,E.C. Glass High,5,,,N,N,73,57,0,57,0
2007-2008,SCH,115,Lynchburg City,130,Heritage High,3,,,N,N,20,4,0,4,0
2007-2008,SCH,115,Lynchburg City,130,Heritage High,3,,,N,Y,17,4,0,4,0
2007-2008,SCH,115,Lynchburg City,130,Heritage High,5,,,N,N,26,20,0,19,0
2007-2008,SCH,116,Martinsville City,110,Martinsville High,3,,,N,N,17,4,0,4,0
2007-2008,SCH,116,Martinsville City,110,Martinsville High,3,,,N,Y,16,4,0,4,0
2007-2008,SCH,116,Martinsville City,110,Martinsville High,5,,,N,N,34,27,0,25,0
2007-2008,SCH,117,Newport News City,280,Denbigh High,3,,,N,N,17,11,0,11,0
2007-2008,SCH,117,Newport News City,280,Denbigh High,3,,,N,Y,10,6,0,6,0
2007-2008,SCH,117,Newport News City,280,Denbigh High,5,,,N,N,17,10,0,10,0
2007-2008,SCH,117,Newport News City,1070,Warwick High,3,,,N,N,14,7,0,7,0
2007-2008,SCH,117,Newport News City,1070,Warwick High,3,,,N,Y,14,5,0,5,0
2007-2008,SCH,117,Newport News City,1070,Warwick High,5,,,N,N,29,21,0,21,0
2007-2008,SCH,117,Newport News City,1220,Menchville High,3,,,N,N,16,10,0,10,0
2007-2008,SCH,117,Newport News City,1220,Menchville High,5,,,N,N,72,52,2,51,2
2007-2008,SCH,117,Newport News City,1395,Heritage High,3,,,N,N,30,18,1,18,1
2007-2008,SCH,117,Newport News City,1395,Heritage High,3,,,N,Y,31,17,1,17,1
2007-2008,SCH,117,Newport News City,1396,Woodside High,3,,,N,N,42,25,0,25,0
2007-2008,SCH,117,Newport News City,1396,Woodside High,3,,,N,Y,24,12,1,12,1
2007-2008,SCH,117,Newport News City,1396,Woodside High,5,,,N,N,34,24,3,24,3
2007-2008,SCH,118,Norfolk City,840,Lake Taylor High,3,,,N,N,15,7,1,7,1
2007-2008,SCH,118,Norfolk City,840,Lake Taylor High,3,,,N,Y,24,7,0,7,0
2007-2008,SCH,118,Norfolk City,840,Lake Taylor High,5,,,N,N,13,7,1,7,1
2007-2008,SCH,118,Norfolk City,880,B.T. Washington High,3,,,N,N,30,13,0,13,0
2007-2008,SCH,118,Norfolk City,880,B.T. Washington High,3,,,N,Y,37,15,0,15,0
2007-2008,SCH,118,Norfolk City,580,Norview High,3,,,N,N,32,20,0,20,0
2007-2008,SCH,118,Norfolk City,580,Norview High,3,,,N,Y,26,15,0,15,0
2007-2008,SCH,118,Norfolk City,580,Norview High,5,,,N,N,28,19,0,19,0
2007-2008,SCH,118,Norfolk City,10,Maury High,3,,,N,N,29,17,1,17,1
2007-2008,SCH,118,Norfolk City,10,Maury High,3,,,N,Y,23,8,0,8,0
2007-2008,SCH,118,Norfolk City,10,Maury High,5,,,N,N,49,39,1,39,1
2007-2008,SCH,118,Norfolk City,390,Granby High,3,,,N,N,32,16,0,16,0
2007-2008,SCH,118,Norfolk City,390,Granby High,3,,,N,Y,38,23,1,23,1
2007-2008,SCH,118,Norfolk City,390,Granby High,5,,,N,N,52,35,3,35,3
2007-2008,SCH,119,Norton City,20,J.I. Burton High,5,,,N,N,17,11,0,11,0
2007-2008,SCH,120,Petersburg City,200,Petersburg High,3,,,N,Y,55,29,0,29,0
2007-2008,SCH,121,Portsmouth City,1660,Woodrow Wilson High,3,,,N,N,17,5,0,5,0
2007-2008,SCH,121,Portsmouth City,1660,Woodrow Wilson High,3,,,N,Y,18,10,0,10,0
2007-2008,SCH,121,Portsmouth City,1660,Woodrow Wilson High,5,,,N,N,23,10,0,10,0
2007-2008,SCH,121,Portsmouth City,240,I.C. Norcom High,3,,,N,N,38,17,0,17,0
2007-2008,SCH,121,Portsmouth City,240,I.C. Norcom High,3,,,N,Y,25,7,0,6,0
2007-2008,SCH,121,Portsmouth City,500,Churchland High,3,,,N,N,45,23,2,21,2
2007-2008,SCH,121,Portsmouth City,500,Churchland High,5,,,N,N,46,25,2,25,2
2007-2008,SCH,122,Radford City,41,Radford High,5,,,N,N,50,38,0,38,0
2007-2008,SCH,123,Richmond City,850,Armstrong High,3,,,N,N,25,9,0,9,0
2007-2008,SCH,123,Richmond City,1510,Huguenot High,3,,,N,N,43,22,1,20,1
2007-2008,SCH,123,Richmond City,452,Richmond Community High,3,,,N,N,15,13,0,13,0
2007-2008,SCH,123,Richmond City,621,Franklin Military Academy,3,,,N,N,12,6,0,6,0
2007-2008,SCH,123,Richmond City,730,John Marshall High,3,,,N,N,17,8,0,8,0
2007-2008,SCH,123,Richmond City,741,George Wythe High,3,,,N,N,16,6,0,6,0
2007-2008,SCH,123,Richmond City,20,Thomas Jefferson High,3,,,N,N,34,22,1,22,1
2007-2008,SCH,123,Richmond City,20,Thomas Jefferson High,5,,,N,N,14,9,2,9,2
2007-2008,SCH,123,Richmond City,90,Open High,3,,,N,N,13,6,0,6,0
2007-2008,SCH,124,Roanoke City,390,Patrick Henry High,5,,,N,N,52,36,1,36,1
2007-2008,SCH,124,Roanoke City,400,William Fleming High,3,,,N,N,16,10,0,10,0
2007-2008,SCH,124,Roanoke City,400,William Fleming High,3,,,N,Y,29,7,0,7,0
2007-2008,SCH,124,Roanoke City,400,William Fleming High,5,,,N,N,18,10,0,10,0
2007-2008,SCH,126,Staunton City,30,Robert E. Lee High,5,,,N,N,44,26,0,25,0
2007-2008,SCH,127,Suffolk City,240,Nansemond River High,3,,,N,N,56,37,0,37,0
2007-2008,SCH,127,Suffolk City,240,Nansemond River High,5,,,N,N,40,24,1,24,1
2007-2008,SCH,127,Suffolk City,300,Lakeland High,3,,,N,N,30,19,1,19,1
2007-2008,SCH,127,Suffolk City,300,Lakeland High,3,,,N,Y,19,11,0,11,0
2007-2008,SCH,127,Suffolk City,300,Lakeland High,5,,,N,N,45,29,0,29,0
2007-2008,SCH,127,Suffolk City,395,King`s Fork High,3,,,N,N,22,16,0,16,0
2007-2008,SCH,127,Suffolk City,395,King`s Fork High,3,,,N,Y,14,4,0,4,0
2007-2008,SCH,127,Suffolk City,395,King`s Fork High,5,,,N,N,44,24,0,24,0
2007-2008,SCH,128,Virginia Beach City,850,Salem High,2,,,N,N,25,20,2,20,2
2007-2008,SCH,128,Virginia Beach City,850,Salem High,3,,,N,N,46,18,1,18,1
2007-2008,SCH,128,Virginia Beach City,850,Salem High,3,,,N,Y,11,5,0,5,0
2007-2008,SCH,128,Virginia Beach City,850,Salem High,5,,,N,N,93,57,3,57,3
2007-2008,SCH,128,Virginia Beach City,920,Tallwood High,2,,,N,N,28,22,0,22,0
2007-2008,SCH,128,Virginia Beach City,920,Tallwood High,3,,,N,N,52,30,0,30,0
2007-2008,SCH,128,Virginia Beach City,920,Tallwood High,3,,,N,Y,12,2,0,2,0
2007-2008,SCH,128,Virginia Beach City,920,Tallwood High,5,,,N,N,76,41,0,41,0
2007-2008,SCH,128,Virginia Beach City,440,Floyd Kellam High,3,,,N,N,11,5,0,5,0
2007-2008,SCH,128,Virginia Beach City,440,Floyd Kellam High,4,,,N,N,12,6,0,6,0
2007-2008,SCH,128,Virginia Beach City,440,Floyd Kellam High,5,,,N,N,238,154,4,154,4
2007-2008,SCH,128,Virginia Beach City,530,Bayside High,2,,,N,N,11,10,0,9,0
2007-2008,SCH,128,Virginia Beach City,530,Bayside High,3,,,N,N,32,15,2,15,2
2007-2008,SCH,128,Virginia Beach City,530,Bayside High,3,,,N,Y,26,8,0,8,0
2007-2008,SCH,128,Virginia Beach City,530,Bayside High,5,,,N,N,73,47,1,47,1
2007-2008,SCH,128,Virginia Beach City,610,First Colonial High,3,,,N,N,18,14,0,14,0
2007-2008,SCH,128,Virginia Beach City,610,First Colonial High,5,,,N,N,170,119,4,118,4
2007-2008,SCH,128,Virginia Beach City,620,Kempsville High,2,,,N,N,11,10,0,10,0
2007-2008,SCH,128,Virginia Beach City,620,Kempsville High,3,,,N,N,13,11,0,11,0
2007-2008,SCH,128,Virginia Beach City,620,Kempsville High,5,,,N,N,148,92,2,92,2
2007-2008,SCH,128,Virginia Beach City,321,Princess Anne High,2,,,N,N,10,10,0,10,0
2007-2008,SCH,128,Virginia Beach City,321,Princess Anne High,3,,,N,N,10,5,0,5,0
2007-2008,SCH,128,Virginia Beach City,321,Princess Anne High,5,,,N,N,131,81,4,81,4
2007-2008,SCH,128,Virginia Beach City,10,Green Run High,3,,,N,N,27,14,2,14,2
2007-2008,SCH,128,Virginia Beach City,10,Green Run High,3,,,N,Y,10,1,0,1,0
2007-2008,SCH,128,Virginia Beach City,10,Green Run High,5,,,N,N,28,14,0,14,0
2007-2008,SCH,128,Virginia Beach City,30,Frank W. Cox High,3,,,N,N,13,5,0,5,0
2007-2008,SCH,128,Virginia Beach City,30,Frank W. Cox High,5,,,N,N,194,131,5,131,5
2007-2008,SCH,128,Virginia Beach City,960,Ocean Lakes High,0,,,N,N,12,6,1,6,1
2007-2008,SCH,128,Virginia Beach City,960,Ocean Lakes High,2,,,N,N,11,11,0,11,0
2007-2008,SCH,128,Virginia Beach City,960,Ocean Lakes High,3,,,N,N,25,13,0,13,0
2007-2008,SCH,128,Virginia Beach City,960,Ocean Lakes High,3,,,N,Y,19,6,0,6,0
2007-2008,SCH,128,Virginia Beach City,960,Ocean Lakes High,4,,,N,N,13,6,1,6,1
2007-2008,SCH,128,Virginia Beach City,960,Ocean Lakes High,5,,,N,N,152,107,5,107,5
2007-2008,SCH,128,Virginia Beach City,1030,Landstown High,2,,,N,N,38,22,1,22,1
2007-2008,SCH,128,Virginia Beach City,1030,Landstown High,3,,,N,N,59,34,2,34,2
2007-2008,SCH,128,Virginia Beach City,1030,Landstown High,3,,,N,Y,22,12,0,11,0
2007-2008,SCH,128,Virginia Beach City,1030,Landstown High,4,,,N,N,12,7,0,7,0
2007-2008,SCH,128,Virginia Beach City,1030,Landstown High,5,,,N,N,77,45,4,44,4
2007-2008,SCH,130,Waynesboro City,600,Waynesboro High,5,,,N,N,33,21,0,21,0
2007-2008,SCH,131,Williamsburg-James City County,90,Lafayette High,3,,,N,N,10,6,0,6,0
2007-2008,SCH,131,Williamsburg-James City County,90,Lafayette High,5,,,N,N,137,105,1,104,1
2007-2008,SCH,131,Williamsburg-James City County,202,Jamestown High,3,,,N,N,12,6,0,6,0
2007-2008,SCH,131,Williamsburg-James City County,202,Jamestown High,5,,,N,N,134,104,2,104,2
2007-2008,SCH,132,Winchester City,40,John Handley High,5,,,N,N,61,46,0,44,0
