SCHOOL_YEAR,LEVEL_CODE,DIV_NUMBER,DIV_NAME,SCH_NUMBER,SCH_NAME,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,COHORT_GRADUATE_CNT,PS_CREDIT_DE_CNT,PS_UNKN_DE_CNT,PS_CREDIT_WO_DE_CNT,PS_UNKN_WO_DE_CNT
2007-2008,SCH,136,Chesapeake City,80,Oscar F. Smith High,3,,,N,N,54,30,1,30,1
2007-2008,SCH,136,Chesapeake City,80,Oscar F. Smith High,3,,,N,Y,28,13,0,13,0
2007-2008,SCH,136,Chesapeake City,80,Oscar F. Smith High,5,,,N,N,48,23,3,23,3
2007-2008,SCH,136,Chesapeake City,100,Deep Creek High,3,,,N,N,52,29,1,29,1
2007-2008,SCH,136,Chesapeake City,100,Deep Creek High,3,,,N,Y,14,8,0,8,0
2007-2008,SCH,136,Chesapeake City,100,Deep Creek High,5,,,N,N,59,39,1,38,1
2007-2008,SCH,136,Chesapeake City,120,Great Bridge High,3,,,N,N,20,13,2,13,2
2007-2008,SCH,136,Chesapeake City,120,Great Bridge High,5,,,N,N,209,150,6,150,6
2007-2008,SCH,136,Chesapeake City,830,Indian River High,3,,,N,N,50,22,0,22,0
2007-2008,SCH,136,Chesapeake City,830,Indian River High,3,,,N,Y,22,11,1,11,1
2007-2008,SCH,136,Chesapeake City,830,Indian River High,5,,,N,N,66,39,3,39,3
2007-2008,SCH,136,Chesapeake City,840,Western Branch High,2,,,N,N,10,9,0,9,0
2007-2008,SCH,136,Chesapeake City,840,Western Branch High,3,,,N,N,44,25,1,25,1
2007-2008,SCH,136,Chesapeake City,840,Western Branch High,3,,,N,Y,10,5,0,5,0
2007-2008,SCH,136,Chesapeake City,840,Western Branch High,5,,,N,N,160,107,2,107,2
2007-2008,SCH,136,Chesapeake City,890,Hickory High,2,,,N,N,10,4,2,4,2
2007-2008,SCH,136,Chesapeake City,890,Hickory High,3,,,N,N,11,7,0,7,0
2007-2008,SCH,136,Chesapeake City,890,Hickory High,5,,,N,N,284,218,6,218,6
2007-2008,SCH,136,Chesapeake City,960,Grassfield High School,3,,,N,N,25,12,0,12,0
2007-2008,SCH,136,Chesapeake City,960,Grassfield High School,5,,,N,N,47,20,3,20,3
2007-2008,SCH,139,Salem City,70,Salem High,5,,,N,N,109,66,0,62,0
2007-2008,SCH,142,Poquoson City,10,Poquoson High,5,,,N,N,99,75,0,75,0
2007-2008,SCH,143,Manassas City,370,Osbourn High,3,,,N,N,12,7,0,7,0
2007-2008,SCH,143,Manassas City,370,Osbourn High,5,,,N,N,112,79,1,79,1
2007-2008,SCH,202,Colonial Beach,21,Colonial Beach High,5,,,N,N,11,9,0,9,0
2007-2008,SCH,207,West Point,290,West Point High,5,,,N,N,23,16,1,16,1
2007-2008,SCH,1,Accomack County,70,Nandua High,3,,N,N,,22,12,0,12,0
2007-2008,SCH,1,Accomack County,70,Nandua High,5,,N,N,,28,20,0,19,0
2007-2008,SCH,1,Accomack County,540,Arcadia High,5,,N,N,,18,14,0,13,0
2007-2008,SCH,1,Accomack County,580,Chincoteague High,5,,N,N,,13,10,0,9,0
2007-2008,SCH,2,Albemarle County,880,Albemarle High,3,,N,N,,14,7,1,7,1
2007-2008,SCH,2,Albemarle County,880,Albemarle High,5,,N,N,,134,111,1,111,1
2007-2008,SCH,2,Albemarle County,890,Murray High,5,,N,N,,11,2,1,2,1
2007-2008,SCH,2,Albemarle County,140,Western Albemarle High,5,,N,N,,97,83,0,81,0
2007-2008,SCH,2,Albemarle County,140,Western Albemarle High,5,,Y,N,,11,4,1,4,1
2007-2008,SCH,2,Albemarle County,1052,Monticello High,3,,N,N,,22,15,0,13,0
2007-2008,SCH,2,Albemarle County,1052,Monticello High,5,,N,N,,78,56,1,56,0
2007-2008,SCH,3,Alleghany County,310,Alleghany High,5,,N,N,,71,43,0,41,0
2007-2008,SCH,4,Amelia County,10,Amelia County High,3,,N,N,,10,5,1,5,1
2007-2008,SCH,4,Amelia County,10,Amelia County High,5,,N,N,,24,15,0,15,0
2007-2008,SCH,5,Amherst County,750,Amherst County High,3,,N,N,,18,7,0,7,0
2007-2008,SCH,5,Amherst County,750,Amherst County High,5,,N,N,,77,47,1,47,1
2007-2008,SCH,6,Appomattox County,260,Appomattox County High,5,,N,N,,50,32,0,30,0
2007-2008,SCH,7,Arlington County,450,Wakefield High,3,,N,N,,14,7,1,7,1
2007-2008,SCH,7,Arlington County,450,Wakefield High,4,,N,N,,16,9,2,9,2
2007-2008,SCH,7,Arlington County,450,Wakefield High,5,,N,N,,14,12,0,12,0
2007-2008,SCH,7,Arlington County,80,Washington-Lee High,2,,N,N,,12,11,0,11,0
2007-2008,SCH,7,Arlington County,80,Washington-Lee High,4,,N,N,,21,13,2,13,2
2007-2008,SCH,7,Arlington County,80,Washington-Lee High,5,,N,N,,50,39,1,39,1
2007-2008,SCH,7,Arlington County,330,Yorktown High,5,,N,N,,103,94,0,94,0
2007-2008,SCH,8,Augusta County,730,Stuarts Draft High,5,,N,N,,48,27,1,27,1
2007-2008,SCH,8,Augusta County,660,Buffalo Gap High,5,,N,N,,32,15,1,15,1
2007-2008,SCH,8,Augusta County,670,Fort Defiance High,5,,N,N,,60,41,1,40,1
2007-2008,SCH,8,Augusta County,680,Riverheads High,5,,N,N,,43,18,1,18,1
2007-2008,SCH,8,Augusta County,720,Wilson Memorial High,5,,N,N,,35,19,1,18,0
2007-2008,SCH,9,Bath County,140,Bath County High,5,,N,N,,14,11,0,10,0
2007-2008,SCH,10,Bedford County,1180,Liberty High,5,,N,N,,52,34,0,34,0
2007-2008,SCH,10,Bedford County,1190,Staunton River High,5,,N,N,,43,24,0,23,0
2007-2008,SCH,10,Bedford County,1212,Jefferson Forest High,5,,N,N,,137,98,1,93,1
2007-2008,SCH,11,Bland County,231,Bland High,5,,N,N,,10,5,1,5,1
2007-2008,SCH,11,Bland County,61,Rocky Gap High,5,,N,N,,12,8,0,8,0
2007-2008,SCH,12,Botetourt County,430,James River High,5,,N,N,,43,25,0,23,0
2007-2008,SCH,12,Botetourt County,440,Lord Botetourt High,5,,N,N,,109,72,0,71,0
2007-2008,SCH,13,Brunswick County,650,Brunswick High,3,,N,N,,24,13,0,13,0
2007-2008,SCH,14,Buchanan County,990,Grundy High,5,,N,N,,45,24,2,23,1
2007-2008,SCH,14,Buchanan County,1000,Council High,5,,N,N,,10,5,0,5,0
2007-2008,SCH,14,Buchanan County,1020,Hurley High,5,,N,N,,16,13,0,12,0
2007-2008,SCH,14,Buchanan County,1042,Twin Valley High,5,,N,N,,17,9,0,9,0
2007-2008,SCH,15,Buckingham County,700,Buckingham County High,3,,N,N,,16,8,1,8,1
2007-2008,SCH,15,Buckingham County,700,Buckingham County High,5,,N,N,,19,14,1,14,1
2007-2008,SCH,16,Campbell County,200,Altavista High,5,,N,N,,35,21,1,19,1
2007-2008,SCH,16,Campbell County,222,Rustburg High,5,,N,N,,53,33,0,31,0
2007-2008,SCH,16,Campbell County,542,William Campbell High,5,,N,N,,20,5,0,5,0
2007-2008,SCH,16,Campbell County,720,Brookville High,5,,N,N,,102,69,0,67,0
2007-2008,SCH,17,Caroline County,460,Caroline High,3,,N,N,,44,23,1,23,1
2007-2008,SCH,17,Caroline County,460,Caroline High,5,,N,N,,40,23,1,23,1
2007-2008,SCH,18,Carroll County,1230,Carroll County High,5,,N,N,,80,53,2,50,2
2007-2008,SCH,18,Carroll County,1230,Carroll County High,5,,Y,N,,12,5,1,5,0
2007-2008,SCH,19,Charles City County,100,Charles City County High,3,,N,N,,12,6,0,6,0
2007-2008,SCH,20,Charlotte County,460,Randolph Henry High,3,,N,N,,18,11,0,10,0
2007-2008,SCH,20,Charlotte County,460,Randolph Henry High,5,,N,N,,45,28,0,24,0
2007-2008,SCH,21,Chesterfield County,530,Matoaca High,3,,N,N,,49,27,0,27,0
2007-2008,SCH,21,Chesterfield County,530,Matoaca High,5,,N,N,,119,82,0,80,0
2007-2008,SCH,21,Chesterfield County,580,Meadowbrook High,3,,N,N,,76,42,1,41,1
2007-2008,SCH,21,Chesterfield County,580,Meadowbrook High,5,,N,N,,16,11,0,11,0
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,3,,N,N,,36,18,1,18,1
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,5,,N,N,,168,118,1,117,1
2007-2008,SCH,21,Chesterfield County,610,Thomas Dale High,5,,Y,N,,17,5,0,5,0
2007-2008,SCH,21,Chesterfield County,632,Manchester High,3,,N,N,,55,31,0,31,0
2007-2008,SCH,21,Chesterfield County,632,Manchester High,5,,N,N,,149,104,1,104,1
2007-2008,SCH,21,Chesterfield County,632,Manchester High,5,,Y,N,,10,2,1,2,1
2007-2008,SCH,21,Chesterfield County,740,Clover Hill High,2,,N,N,,16,15,0,15,0
2007-2008,SCH,21,Chesterfield County,740,Clover Hill High,3,,N,N,,24,10,1,10,1
2007-2008,SCH,21,Chesterfield County,740,Clover Hill High,5,,N,N,,128,100,2,100,2
2007-2008,SCH,21,Chesterfield County,280,Monacan High,3,,N,N,,30,18,1,18,1
2007-2008,SCH,21,Chesterfield County,280,Monacan High,5,,N,N,,131,97,0,96,0
2007-2008,SCH,21,Chesterfield County,320,Midlothian High,5,,N,N,,174,146,1,146,1
2007-2008,SCH,21,Chesterfield County,320,Midlothian High,5,,Y,N,,14,5,1,5,1
2007-2008,SCH,21,Chesterfield County,10,Lloyd C. Bird High,3,,N,N,,40,22,0,22,0
2007-2008,SCH,21,Chesterfield County,10,Lloyd C. Bird High,5,,N,N,,87,63,0,62,0
2007-2008,SCH,21,Chesterfield County,770,James River High,2,,N,N,,11,9,0,9,0
2007-2008,SCH,21,Chesterfield County,770,James River High,3,,N,N,,25,15,0,15,0
2007-2008,SCH,21,Chesterfield County,770,James River High,5,,N,N,,191,145,1,143,1
2007-2008,SCH,21,Chesterfield County,840,Cosby High,3,,N,N,,12,10,0,10,0
2007-2008,SCH,21,Chesterfield County,840,Cosby High,5,,N,N,,177,137,0,135,0
2007-2008,SCH,22,Clarke County,10,Clarke County High,5,,N,N,,55,41,0,40,0
2007-2008,SCH,23,Craig County,11,Craig County High,5,,N,N,,15,10,0,10,0
2007-2008,SCH,24,Culpeper County,480,Culpeper County High,3,,N,N,,16,7,0,7,0
2007-2008,SCH,24,Culpeper County,480,Culpeper County High,5,,N,N,,146,97,1,97,1
2007-2008,SCH,26,Dickenson County,120,Haysi High,5,,N,N,,27,18,0,17,0
2007-2008,SCH,26,Dickenson County,271,Clintwood High,5,,N,N,,35,22,0,22,0
2007-2008,SCH,26,Dickenson County,840,Ervinton High,5,,N,N,,14,7,0,7,0
2007-2008,SCH,27,Dinwiddie County,500,Dinwiddie County High,3,,N,N,,36,20,1,20,1
2007-2008,SCH,27,Dinwiddie County,500,Dinwiddie County High,5,,N,N,,52,30,1,28,1
2007-2008,SCH,28,Essex County,10,Essex High,3,,N,N,,11,6,0,6,0
2007-2008,SCH,28,Essex County,10,Essex High,5,,N,N,,14,9,1,9,1
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,0,,N,N,,20,15,0,15,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,2,,N,N,,32,28,0,28,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,2,,N,Y,,18,15,0,15,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,3,,N,N,,12,7,0,7,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,4,,N,N,,16,11,0,11,0
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,5,,N,N,,156,123,1,123,1
2007-2008,SCH,29,Fairfax County,1960,Robinson Secondary,5,,Y,N,,26,13,0,13,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,2,,N,N,,11,10,0,10,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,2,,N,Y,,11,10,0,10,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,3,,N,N,,13,7,0,7,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,5,,N,N,,66,55,0,55,0
2007-2008,SCH,29,Fairfax County,1990,South Lakes High,5,,Y,N,,10,4,0,4,0
2007-2008,SCH,29,Fairfax County,1800,Hayfield Secondary,2,,N,N,,23,21,0,21,0
2007-2008,SCH,29,Fairfax County,1800,Hayfield Secondary,3,,N,N,,23,13,2,13,2
2007-2008,SCH,29,Fairfax County,1800,Hayfield Secondary,5,,N,N,,63,50,1,50,1
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,0,,N,N,,14,11,0,11,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,2,,N,N,,27,23,0,23,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,2,,N,Y,,13,11,1,11,1
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,3,,N,N,,14,11,1,11,1
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,4,,N,N,,13,8,0,8,0
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,5,,N,N,,118,90,4,90,4
2007-2008,SCH,29,Fairfax County,1610,West Springfield High,5,,Y,N,,17,11,0,11,0
2007-2008,SCH,29,Fairfax County,1710,Oakton High,2,,N,N,,31,26,1,26,1
2007-2008,SCH,29,Fairfax County,1710,Oakton High,2,,N,Y,,16,16,0,16,0
2007-2008,SCH,29,Fairfax County,1710,Oakton High,5,,N,N,,162,133,3,133,3
2007-2008,SCH,29,Fairfax County,1710,Oakton High,5,,N,Y,,10,6,0,6,0
2007-2008,SCH,29,Fairfax County,1710,Oakton High,5,,Y,N,,19,14,0,14,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,0,,N,N,,11,11,0,11,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,2,,N,N,,50,49,0,49,0
2007-2008,SCH,29,Fairfax County,1371,Thomas Jefferson High,5,,N,N,,108,104,0,104,0
2007-2008,SCH,29,Fairfax County,1460,Langley High,2,,N,N,,26,26,0,26,0
2007-2008,SCH,29,Fairfax County,1460,Langley High,5,,N,N,,102,90,0,90,0
2007-2008,SCH,29,Fairfax County,1060,Madison High,2,,N,N,,16,15,0,15,0
2007-2008,SCH,29,Fairfax County,1060,Madison High,5,,N,N,,152,135,3,135,3
2007-2008,SCH,29,Fairfax County,1060,Madison High,5,,Y,N,,15,3,3,3,3
2007-2008,SCH,29,Fairfax County,1070,Stuart High,2,,N,N,,14,11,0,11,0
2007-2008,SCH,29,Fairfax County,1070,Stuart High,2,,N,Y,,16,13,0,13,0
2007-2008,SCH,29,Fairfax County,1070,Stuart High,5,,N,N,,20,17,0,17,0
2007-2008,SCH,29,Fairfax County,1100,Falls Church High,2,,N,N,,14,11,1,11,1
2007-2008,SCH,29,Fairfax County,1100,Falls Church High,2,,N,Y,,15,12,1,12,1
2007-2008,SCH,29,Fairfax County,1100,Falls Church High,5,,N,N,,36,25,1,25,1
2007-2008,SCH,29,Fairfax County,1260,Woodson High,2,,N,N,,25,22,0,22,0
2007-2008,SCH,29,Fairfax County,1260,Woodson High,5,,N,N,,135,113,2,113,2
2007-2008,SCH,29,Fairfax County,1260,Woodson High,5,,Y,N,,22,12,1,12,1
2007-2008,SCH,29,Fairfax County,1270,Edison High,2,,N,N,,14,8,1,8,1
2007-2008,SCH,29,Fairfax County,1270,Edison High,2,,N,Y,,16,10,1,10,1
2007-2008,SCH,29,Fairfax County,1270,Edison High,3,,N,N,,11,8,0,8,0
2007-2008,SCH,29,Fairfax County,1270,Edison High,4,,N,N,,12,9,0,9,0
2007-2008,SCH,29,Fairfax County,1270,Edison High,5,,N,N,,76,57,2,57,2
2007-2008,SCH,29,Fairfax County,1290,Marshall High,2,,N,N,,15,14,0,14,0
2007-2008,SCH,29,Fairfax County,1290,Marshall High,2,,N,Y,,12,11,0,11,0
2007-2008,SCH,29,Fairfax County,1290,Marshall High,5,,N,N,,70,63,2,63,2
2007-2008,SCH,29,Fairfax County,790,McLean High,2,,N,N,,24,20,0,20,0
2007-2008,SCH,29,Fairfax County,790,McLean High,5,,N,N,,80,65,3,65,3
2007-2008,SCH,29,Fairfax County,790,McLean High,5,,Y,N,,10,4,0,4,0
2007-2008,SCH,29,Fairfax County,900,West Potomac High,3,,N,N,,10,9,0,9,0
2007-2008,SCH,29,Fairfax County,900,West Potomac High,3,,N,Y,,12,10,0,10,0
2007-2008,SCH,29,Fairfax County,900,West Potomac High,4,,N,N,,11,6,0,6,0
2007-2008,SCH,29,Fairfax County,900,West Potomac High,5,,N,N,,92,77,0,77,0
2007-2008,SCH,29,Fairfax County,900,West Potomac High,5,,Y,N,,10,5,0,5,0
2007-2008,SCH,29,Fairfax County,1020,Lee High,2,,N,N,,30,21,2,21,2
2007-2008,SCH,29,Fairfax County,1020,Lee High,2,,N,Y,,25,22,0,22,0
2007-2008,SCH,29,Fairfax County,1020,Lee High,3,,N,N,,13,9,0,9,0
2007-2008,SCH,29,Fairfax County,1020,Lee High,4,,N,N,,14,10,0,10,0
2007-2008,SCH,29,Fairfax County,1020,Lee High,5,,N,N,,82,67,0,67,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,2,,N,N,,25,21,0,21,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,2,,N,Y,,24,19,0,19,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,3,,N,N,,15,9,0,9,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,4,,N,N,,10,6,0,6,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,4,,N,Y,,10,4,0,4,0
2007-2008,SCH,29,Fairfax County,660,Annandale High,5,,N,N,,70,54,2,54,2
2007-2008,SCH,29,Fairfax County,200,Centreville High,2,,N,N,,43,33,0,33,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,2,,N,Y,,30,20,2,20,2
2007-2008,SCH,29,Fairfax County,200,Centreville High,3,,N,N,,15,8,0,8,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,4,,N,N,,12,9,0,9,0
2007-2008,SCH,29,Fairfax County,200,Centreville High,5,,N,N,,130,107,1,107,1
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,3,,N,N,,31,21,0,21,0
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,4,,N,N,,10,4,0,3,0
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,5,,N,N,,39,30,0,30,0
2007-2008,SCH,29,Fairfax County,420,Mount Vernon High,5,,Y,N,,11,4,1,4,1
2007-2008,SCH,29,Fairfax County,20,Fairfax High,2,,N,N,,29,20,0,20,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,2,,N,Y,,27,21,0,21,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,5,,N,N,,84,72,0,71,0
2007-2008,SCH,29,Fairfax County,20,Fairfax High,5,,Y,N,,15,5,0,5,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,2,,N,N,,23,19,0,19,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,3,,N,N,,15,9,0,9,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,4,,N,N,,10,6,0,6,0
2007-2008,SCH,29,Fairfax County,32,Herndon High,5,,N,N,,147,121,1,121,1
2007-2008,SCH,29,Fairfax County,32,Herndon High,5,,Y,N,,13,6,0,6,0
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,0,,N,N,,15,14,0,14,0
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,2,,N,N,,56,52,1,52,1
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,2,,N,Y,,12,11,0,11,0
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,4,,N,N,,15,14,1,14,1
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,5,,N,N,,170,145,1,144,1
2007-2008,SCH,29,Fairfax County,90,Lake Braddock Secondary,5,,Y,N,,23,18,0,18,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,2,,N,N,,42,37,0,37,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,2,,N,Y,,41,38,0,38,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,3,,N,N,,12,8,0,8,0
2007-2008,SCH,29,Fairfax County,131,Chantilly High,5,,N,N,,190,168,1,168,1
2007-2008,SCH,29,Fairfax County,131,Chantilly High,5,,Y,N,,17,11,0,11,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,0,,N,N,,13,9,0,9,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,2,,N,N,,32,27,0,27,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,2,,N,Y,,26,22,0,22,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,3,,N,N,,23,14,0,14,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,4,,N,N,,11,8,0,8,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,4,,N,Y,,10,6,0,6,0
2007-2008,SCH,29,Fairfax County,2228,Westfield High,5,,N,N,,230,193,3,193,3
2007-2008,SCH,29,Fairfax County,2228,Westfield High,5,,Y,N,,23,13,0,13,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,2,,N,N,,25,22,0,22,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,3,,N,N,,27,17,0,17,0
2007-2008,SCH,29,Fairfax County,2241,South County Secondary,5,,N,N,,96,82,0,82,0
2007-2008,SCH,30,Fauquier County,701,Fauquier High,5,,N,N,,141,104,0,104,0
2007-2008,SCH,30,Fauquier County,851,Liberty High,3,,N,N,,13,8,0,8,0
2007-2008,SCH,30,Fauquier County,851,Liberty High,5,,N,N,,119,66,0,66,0
2007-2008,SCH,31,Floyd County,660,Floyd County High,5,,N,N,,41,31,1,30,1
2007-2008,SCH,32,Fluvanna County,260,Fluvanna County High,5,,N,N,,51,42,0,41,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,3,,N,N,,14,9,0,9,0
2007-2008,SCH,33,Franklin County,1311,Franklin County High,5,,N,N,,131,87,0,86,0
2007-2008,SCH,34,Frederick County,30,James Wood High,5,,N,N,,109,64,0,64,0
2007-2008,SCH,34,Frederick County,581,Sherando High,5,,N,N,,113,82,1,80,1
2007-2008,SCH,34,Frederick County,584,Millbrook High,5,,N,N,,96,59,0,57,0
2007-2008,SCH,35,Giles County,461,Giles High,5,,N,N,,38,30,0,29,0
2007-2008,SCH,36,Gloucester County,260,Gloucester High,3,,N,N,,10,3,0,3,0
2007-2008,SCH,36,Gloucester County,260,Gloucester High,5,,N,N,,127,72,2,67,2
2007-2008,SCH,37,Goochland County,220,Goochland High,3,,N,N,,15,8,0,8,0
2007-2008,SCH,37,Goochland County,220,Goochland High,5,,N,N,,46,32,0,31,0
2007-2008,SCH,38,Grayson County,421,Grayson County High,5,,N,N,,65,41,0,36,0
2007-2008,SCH,39,Greene County,72,William Monroe High,5,,N,N,,47,24,0,22,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,3,,N,N,,30,17,0,17,0
2007-2008,SCH,40,Greensville County,200,Greensville County High,5,,N,N,,25,18,0,18,0
2007-2008,SCH,41,Halifax County,10,Halifax County High,3,,N,N,,43,21,2,20,2
2007-2008,SCH,41,Halifax County,10,Halifax County High,5,,N,N,,65,45,0,43,0
2007-2008,SCH,42,Hanover County,370,Lee Davis High,3,,N,N,,10,5,0,5,0
2007-2008,SCH,42,Hanover County,370,Lee Davis High,5,,N,N,,156,114,0,113,0
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,3,,N,N,,17,10,0,10,0
2007-2008,SCH,42,Hanover County,400,Patrick Henry High,5,,N,N,,136,94,2,94,2
2007-2008,SCH,42,Hanover County,62,Atlee High,5,,N,N,,168,128,1,128,1
2007-2008,SCH,42,Hanover County,62,Atlee High,5,,Y,N,,10,5,0,5,0
2007-2008,SCH,42,Hanover County,554,Hanover High,3,,N,N,,13,10,0,10,0
2007-2008,SCH,42,Hanover County,554,Hanover High,5,,N,N,,159,116,0,115,0
2007-2008,SCH,42,Hanover County,554,Hanover High,5,,Y,N,,14,8,0,8,0
2007-2008,SCH,43,Henrico County,600,Tucker High,3,,N,N,,24,9,0,9,0
2007-2008,SCH,43,Henrico County,600,Tucker High,5,,N,N,,99,76,1,76,1
2007-2008,SCH,43,Henrico County,610,Henrico High,3,,N,N,,59,37,0,37,0
2007-2008,SCH,43,Henrico County,610,Henrico High,5,,N,N,,46,39,0,39,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,3,,N,N,,51,29,0,29,0
2007-2008,SCH,43,Henrico County,670,Hermitage High,5,,N,N,,84,61,0,61,0
2007-2008,SCH,43,Henrico County,410,Freeman High,5,,N,N,,119,99,0,99,0
2007-2008,SCH,43,Henrico County,410,Freeman High,5,,Y,N,,10,7,0,7,0
2007-2008,SCH,43,Henrico County,580,Varina High,3,,N,N,,64,27,3,25,3
2007-2008,SCH,43,Henrico County,580,Varina High,5,,N,N,,49,26,2,26,2
2007-2008,SCH,43,Henrico County,140,Godwin High,2,,N,N,,14,13,0,13,0
2007-2008,SCH,43,Henrico County,140,Godwin High,5,,N,N,,184,145,0,144,0
2007-2008,SCH,43,Henrico County,140,Godwin High,5,,Y,N,,17,8,0,8,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,3,,N,N,,58,31,0,30,0
2007-2008,SCH,43,Henrico County,190,Highland Springs High,5,,N,N,,17,12,0,12,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,2,,N,N,,18,18,0,18,0
2007-2008,SCH,43,Henrico County,160,Deep Run High,5,,N,N,,210,173,0,173,0
2007-2008,SCH,44,Henry County,10,Bassett High,3,,N,N,,22,13,0,12,0
2007-2008,SCH,44,Henry County,10,Bassett High,5,,N,N,,66,40,1,37,1
2007-2008,SCH,44,Henry County,20,Magna Vista High,3,,N,N,,36,12,0,12,0
2007-2008,SCH,44,Henry County,20,Magna Vista High,5,,N,N,,46,25,0,25,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,3,,N,N,,31,22,0,22,0
2007-2008,SCH,46,Isle of Wight County,40,Smithfield High,5,,N,N,,90,65,0,65,0
2007-2008,SCH,46,Isle of Wight County,250,Windsor High,5,,N,N,,31,12,1,12,1
2007-2008,SCH,48,King George County,120,King George High,3,,N,N,,16,8,0,8,0
2007-2008,SCH,48,King George County,120,King George High,5,,N,N,,77,60,1,59,1
2007-2008,SCH,49,King and Queen County,280,Central High,3,,N,N,,10,4,0,4,0
2007-2008,SCH,50,King William County,130,King William High,3,,N,N,,10,7,0,7,0
2007-2008,SCH,50,King William County,130,King William High,5,,N,N,,47,34,0,34,0
2007-2008,SCH,51,Lancaster County,10,Lancaster High,3,,N,N,,11,3,0,3,0
2007-2008,SCH,51,Lancaster County,10,Lancaster High,5,,N,N,,39,27,1,24,1
2007-2008,SCH,52,Lee County,300,Lee High,5,,N,N,,56,25,1,23,1
2007-2008,SCH,53,Loudoun County,660,Loudoun County High,5,,N,N,,105,86,0,86,0
2007-2008,SCH,53,Loudoun County,680,Loudoun Valley High,5,,N,N,,204,159,1,159,1
2007-2008,SCH,53,Loudoun County,740,Broad Run High,2,,N,N,,14,8,0,8,0
2007-2008,SCH,53,Loudoun County,740,Broad Run High,4,,N,N,,11,8,0,8,0
2007-2008,SCH,53,Loudoun County,740,Broad Run High,5,,N,N,,111,83,1,83,1
2007-2008,SCH,53,Loudoun County,60,Park View High,2,,N,N,,21,18,0,18,0
2007-2008,SCH,53,Loudoun County,60,Park View High,3,,N,N,,12,5,0,5,0
2007-2008,SCH,53,Loudoun County,60,Park View High,4,,N,N,,12,6,1,6,1
